07:41:16.655741  [WARNING ][init_cfg]warning:missed section:server_8
07:41:16.707348  [WARNING ][init_cfg]warning:missed section:server_9
07:41:16.707391  [WARNING ][init_cfg]warning:missed section:server_10
07:41:16.707414  [WARNING ][init_cfg]warning:missed section:server_11
07:41:16.707434  [WARNING ][init_cfg]warning:missed section:server_12
07:41:16.707453  [WARNING ][init_cfg]warning:missed section:server_13
07:41:16.707472  [WARNING ][init_cfg]warning:missed section:server_14
07:41:16.707491  [WARNING ][init_cfg]warning:missed section:server_15
07:41:16.707510  [WARNING ][init_cfg]warning:missed section:server_16
07:41:16.707529  [WARNING ][init_cfg]warning:missed section:server_17
07:41:16.707549  [WARNING ][init_cfg]warning:missed section:server_18
07:41:16.707567  [WARNING ][init_cfg]warning:missed section:server_19
07:41:16.707587  [WARNING ][init_cfg]warning:missed section:server_20
07:41:16.707606  [WARNING ][init_cfg]warning:missed section:server_21
07:41:16.707625  [WARNING ][init_cfg]warning:missed section:server_22
07:41:16.707644  [WARNING ][init_cfg]warning:missed section:server_23
07:41:16.707663  [WARNING ][init_cfg]warning:missed section:server_24
07:41:16.707682  [WARNING ][init_cfg]warning:missed section:server_25
07:41:16.707701  [WARNING ][init_cfg]warning:missed section:server_26
07:41:16.707720  [WARNING ][init_cfg]warning:missed section:server_27
07:41:16.707739  [WARNING ][init_cfg]warning:missed section:server_28
07:41:16.707758  [WARNING ][init_cfg]warning:missed section:server_29
08:19:30.140833  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------NotifyClientToAttach------- nRet=0
08:19:30.344987  [WARNING ][handle_message_err]failed, 104,'Connection reset by peer'
08:19:30.345136  [INFO    ][on_fd_closed]fd=18
08:19:30.345174  [INFO    ][CWorldLogin::OnFdClosed]fd=18;account=111111@test
08:19:30.345200  [DEBUG   ][CEpollServer::removeFd]fd=18;fd_type=3;addr=192.168.1.22;port=50681
08:19:30.433629  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=0;modifyCount=1;m_onlineCount=1
08:19:30.433718  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
08:21:14.475113  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=1;modifyCount=1;m_onlineCount=0
08:21:14.475208  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
08:21:34.824666  [INFO    ][new_connection]connected from 192.168.1.22:50687, assigned socket is:18
08:21:34.824792  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.22
08:21:34.824818  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.22
08:21:34.824838  [DEBUG   ][CEpollServer::addFdAndMb]fd=18;fd_type=3;addr=192.168.1.22;port=50687;authz=15
08:21:34.857572  [DEBUG   ][CWorldLogin::_AccountLoginImpl]--------------_AccountLoginImpl------
08:21:34.857656  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl---p->size()=7
08:21:34.857671  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl;p1=+Ö;p2=x/Ö;p3=àà
08:21:34.857686  [INFO    ][CWorldLogin::account_login]----------------- client attempt to login;account=111111@test;passwd=111111@test;fd=18
08:21:34.857707  [INFO    ][CWorldLogin::account_login]-------------- MSGID_DBMGR_SELECT_ACCOUNT----;pszAccount=111111@test; pszPasswd=111111@test; nFd=18
08:21:34.857723  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_LOGIN--------- nRet=0
08:21:34.908866  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 1 ------
08:21:34.908923  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 2 ------
08:21:34.908938  [INFO    ][CWorldLogin::select_account_callback]----------- account=111111@test;fd=18;ret=1
08:21:34.908954  [INFO    ][CWorldLogin::select_account_callback]----------------- MAILBOX_CLIENT_AUTHZ ------
08:21:34.908968  [INFO    ][CWorldLogin::select_account_callback]----------------- ENUM_LOGIN_SUCCESS ------
08:21:34.908981  [INFO    ][CWorldLogin::select_account_callback]----------------- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 1 ------
08:21:34.908996  [INFO    ][CWorldLogin::select_account_callback]-------dbmgr ----- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 2 ------
08:21:34.909009  [DEBUG   ][CWorldLogin::SelectAccountCallback]u.GenLen()=9
08:21:34.909022  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_SELECT_ACCOUNT_CALLBACK--------- nRet=0
08:21:34.964180  [DEBUG   ][NotifyClientToAttach]------------- NotifyClientToAttach ------------ pszAccount=111111@test;baseapp_id=6;pszKey=5b3c80f7576f3d7058d4bf8dd9785c88
08:21:34.964301  [DEBUG   ][NotifyClientToAttach]account=111111@test;fd=18
08:21:34.964347  [DEBUG   ][NotifyClientToAttach]----------------NotifyClientToAttach-------- MSGID_CLIENT_NOTIFY_ATTACH_BASEAPP=2; GetServerName=192.168.1.102; GetServerPort=8006; baseapp_id=6
08:21:34.964371  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------NotifyClientToAttach------- nRet=0
08:21:35.164966  [WARNING ][handle_message_err]failed, 104,'Connection reset by peer'
08:21:35.165096  [INFO    ][on_fd_closed]fd=18
08:21:35.165130  [INFO    ][CWorldLogin::OnFdClosed]fd=18;account=111111@test
08:21:35.165153  [DEBUG   ][CEpollServer::removeFd]fd=18;fd_type=3;addr=192.168.1.22;port=50687
08:21:35.260072  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=0;modifyCount=1;m_onlineCount=1
08:21:35.260241  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
08:22:15.473956  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=1;modifyCount=1;m_onlineCount=0
08:22:15.474023  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
08:25:29.828357  [WARNING ][init_cfg]warning:missed section:server_8
08:25:29.849041  [WARNING ][init_cfg]warning:missed section:server_9
08:25:29.849135  [WARNING ][init_cfg]warning:missed section:server_10
08:25:29.849177  [WARNING ][init_cfg]warning:missed section:server_11
08:25:29.849238  [WARNING ][init_cfg]warning:missed section:server_12
08:25:29.849296  [WARNING ][init_cfg]warning:missed section:server_13
08:25:29.849362  [WARNING ][init_cfg]warning:missed section:server_14
08:25:29.849481  [WARNING ][init_cfg]warning:missed section:server_15
08:25:29.849518  [WARNING ][init_cfg]warning:missed section:server_16
08:25:29.849553  [WARNING ][init_cfg]warning:missed section:server_17
08:25:29.849589  [WARNING ][init_cfg]warning:missed section:server_18
08:25:29.849624  [WARNING ][init_cfg]warning:missed section:server_19
08:25:29.849660  [WARNING ][init_cfg]warning:missed section:server_20
08:25:29.849695  [WARNING ][init_cfg]warning:missed section:server_21
08:25:29.849730  [WARNING ][init_cfg]warning:missed section:server_22
08:25:29.849765  [WARNING ][init_cfg]warning:missed section:server_23
08:25:29.850002  [WARNING ][init_cfg]warning:missed section:server_24
08:25:29.850058  [WARNING ][init_cfg]warning:missed section:server_25
08:25:29.850094  [WARNING ][init_cfg]warning:missed section:server_26
08:25:29.850130  [WARNING ][init_cfg]warning:missed section:server_27
08:25:29.850165  [WARNING ][init_cfg]warning:missed section:server_28
08:25:29.850199  [WARNING ][init_cfg]warning:missed section:server_29
08:25:29.851251  [DEBUG   ][CDefParser::init]==========
08:25:29.909418  [DEBUG   ][CDefParser::init]m_EntityDefMd5 = e5a2d6e9b88cff1622d5b58a25f71496
08:25:29.909753  [INFO    ][world::initNextEntityId]init_id=16777216
08:25:29.910297  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=
08:25:29.910449  [DEBUG   ][CEpollServer::addFdAndMb]fd=4;fd_type=1;addr=;port=8001;authz=0
08:25:29.910482  [DEBUG   ][start_server]:8001,success.
08:25:29.910609  [DEBUG   ][CEpollServer::addFdAndMb]fd=6;fd_type=2;addr=192.168.1.102;port=8002;authz=0
08:25:29.910640  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8002
08:25:29.910692  [DEBUG   ][CEpollServer::addFdAndMb]fd=7;fd_type=2;addr=192.168.1.102;port=8003;authz=0
08:25:29.910716  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8003
08:25:29.910758  [DEBUG   ][CEpollServer::addFdAndMb]fd=8;fd_type=2;addr=192.168.1.102;port=8004;authz=0
08:25:29.910822  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8004
08:25:29.910927  [DEBUG   ][CEpollServer::addFdAndMb]fd=9;fd_type=2;addr=192.168.1.102;port=8005;authz=0
08:25:29.910961  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8005
08:25:29.911007  [DEBUG   ][CEpollServer::addFdAndMb]fd=10;fd_type=2;addr=192.168.1.102;port=8006;authz=0
08:25:29.911027  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8006
08:25:29.911130  [DEBUG   ][CEpollServer::addFdAndMb]fd=11;fd_type=2;addr=192.168.1.102;port=8007;authz=0
08:25:29.911164  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8007
08:25:29.911213  [INFO    ][connect_2_mb]connect 192.168.1.102:8002 error:111,Connection refused
08:25:29.911233  [DEBUG   ][CEpollServer::removeFd]fd=6;fd_type=2;addr=192.168.1.102;port=8002
08:25:29.911257  [INFO    ][connect_2_mb]connect 192.168.1.102:8003 error:111,Connection refused
08:25:29.911273  [DEBUG   ][CEpollServer::removeFd]fd=7;fd_type=2;addr=192.168.1.102;port=8003
08:25:29.911294  [INFO    ][connect_2_mb]connect 192.168.1.102:8004 error:111,Connection refused
08:25:29.911310  [DEBUG   ][CEpollServer::removeFd]fd=8;fd_type=2;addr=192.168.1.102;port=8004
08:25:29.911327  [INFO    ][connect_2_mb]connect 192.168.1.102:8005 error:111,Connection refused
08:25:29.911342  [DEBUG   ][CEpollServer::removeFd]fd=9;fd_type=2;addr=192.168.1.102;port=8005
08:25:29.911359  [INFO    ][connect_2_mb]connect 192.168.1.102:8006 error:111,Connection refused
08:25:29.911374  [DEBUG   ][CEpollServer::removeFd]fd=10;fd_type=2;addr=192.168.1.102;port=8006
08:25:29.911392  [INFO    ][connect_2_mb]connect 192.168.1.102:8007 error:111,Connection refused
08:25:29.911407  [DEBUG   ][CEpollServer::removeFd]fd=11;fd_type=2;addr=192.168.1.102;port=8007
08:25:30.064524  [INFO    ][new_connection]connected from 192.168.1.102:33820, assigned socket is:12
08:25:30.064605  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:25:30.064625  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:25:30.064637  [DEBUG   ][CEpollServer::addFdAndMb]fd=12;fd_type=3;addr=192.168.1.102;port=33820;authz=15
08:25:30.119235  [INFO    ][new_connection]connected from 192.168.1.102:33830, assigned socket is:13
08:25:30.119279  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:25:30.119300  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:25:30.119318  [DEBUG   ][CEpollServer::addFdAndMb]fd=13;fd_type=3;addr=192.168.1.102;port=33830;authz=15
08:25:30.127468  [INFO    ][new_connection]connected from 192.168.1.102:33837, assigned socket is:14
08:25:30.127508  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:25:30.127521  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:25:30.127532  [DEBUG   ][CEpollServer::addFdAndMb]fd=14;fd_type=3;addr=192.168.1.102;port=33837;authz=15
08:25:30.158350  [INFO    ][new_connection]connected from 192.168.1.102:33850, assigned socket is:15
08:25:30.158381  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:25:30.158394  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:25:30.158405  [DEBUG   ][CEpollServer::addFdAndMb]fd=15;fd_type=3;addr=192.168.1.102;port=33850;authz=15
08:25:32.695350  [INFO    ][new_connection]connected from 192.168.1.102:33856, assigned socket is:16
08:25:32.695385  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:25:32.695397  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:25:32.695407  [DEBUG   ][CEpollServer::addFdAndMb]fd=16;fd_type=3;addr=192.168.1.102;port=33856;authz=15
08:25:33.512361  [INFO    ][new_connection]connected from 192.168.1.102:33862, assigned socket is:17
08:25:33.512444  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:25:33.512466  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:25:33.512484  [DEBUG   ][CEpollServer::addFdAndMb]fd=17;fd_type=3;addr=192.168.1.102;port=33862;authz=15
08:25:34.072267  [DEBUG   ][CEpollServer::addFdAndMb]fd=11;fd_type=2;addr=192.168.1.102;port=8007;authz=0
08:25:34.072476  [DEBUG   ][CEpollServer::addFdAndMb]fd=10;fd_type=2;addr=192.168.1.102;port=8006;authz=0
08:25:34.072611  [DEBUG   ][CEpollServer::addFdAndMb]fd=9;fd_type=2;addr=192.168.1.102;port=8005;authz=0
08:25:34.072726  [DEBUG   ][CEpollServer::addFdAndMb]fd=8;fd_type=2;addr=192.168.1.102;port=8004;authz=0
08:25:34.073004  [DEBUG   ][CEpollServer::addFdAndMb]fd=7;fd_type=2;addr=192.168.1.102;port=8003;authz=0
08:25:34.073144  [DEBUG   ][CEpollServer::addFdAndMb]fd=6;fd_type=2;addr=192.168.1.102;port=8002;authz=0
08:25:34.073205  [INFO    ][connected_2_mb]mb fd = 11 connected severName = 192.168.1.102, port = 8007,
08:25:34.073228  [INFO    ][connected_2_mb]mb fd = 10 connected severName = 192.168.1.102, port = 8006,
08:25:34.073247  [INFO    ][connected_2_mb]mb fd = 9 connected severName = 192.168.1.102, port = 8005,
08:25:34.073266  [INFO    ][connected_2_mb]mb fd = 8 connected severName = 192.168.1.102, port = 8004,
08:25:34.073285  [INFO    ][connected_2_mb]mb fd = 7 connected severName = 192.168.1.102, port = 8003,
08:25:34.073303  [INFO    ][connected_2_mb]mb fd = 6 connected severName = 192.168.1.102, port = 8002,
08:25:38.130346  [INFO    ][CWorldLogin::ModifyLoginFlag]input=1;flag=1
08:25:38.130385  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_LOGIN_FLAG------- nRet=0
08:25:50.540372  [INFO    ][new_connection]connected from 192.168.1.22:50750, assigned socket is:18
08:25:50.540477  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.22
08:25:50.540501  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.22
08:25:50.540520  [DEBUG   ][CEpollServer::addFdAndMb]fd=18;fd_type=3;addr=192.168.1.22;port=50750;authz=15
08:25:50.664589  [DEBUG   ][CWorldLogin::_AccountLoginImpl]--------------_AccountLoginImpl------
08:25:50.664813  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl---p->size()=7
08:25:50.664851  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl;p1=àØø;p2=∂º;p3=»fº
08:25:50.664881  [INFO    ][CWorldLogin::account_login]----------------- client attempt to login;account=111111@test;passwd=111111@test;fd=18
08:25:50.664915  [INFO    ][CWorldLogin::account_login]-------------- MSGID_DBMGR_SELECT_ACCOUNT----;pszAccount=111111@test; pszPasswd=111111@test; nFd=18
08:25:50.664943  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_LOGIN--------- nRet=0
08:25:50.716680  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 1 ------
08:25:50.716800  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 2 ------
08:25:50.716839  [INFO    ][CWorldLogin::select_account_callback]----------- account=111111@test;fd=18;ret=1
08:25:50.716863  [INFO    ][CWorldLogin::select_account_callback]----------------- MAILBOX_CLIENT_AUTHZ ------
08:25:50.716882  [INFO    ][CWorldLogin::select_account_callback]----------------- ENUM_LOGIN_SUCCESS ------
08:25:50.716900  [INFO    ][CWorldLogin::select_account_callback]----------------- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 1 ------
08:25:50.716921  [INFO    ][CWorldLogin::select_account_callback]-------dbmgr ----- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 2 ------
08:25:50.716940  [DEBUG   ][CWorldLogin::SelectAccountCallback]u.GenLen()=9
08:25:50.716958  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_SELECT_ACCOUNT_CALLBACK--------- nRet=0
08:25:50.769591  [DEBUG   ][NotifyClientToAttach]------------- NotifyClientToAttach ------------ pszAccount=111111@test;baseapp_id=6;pszKey=7b5ed69cbbcb6f468deeda18cecd4b5d
08:25:50.769677  [DEBUG   ][NotifyClientToAttach]account=111111@test;fd=18
08:25:50.769798  [DEBUG   ][NotifyClientToAttach]----------------NotifyClientToAttach-------- MSGID_CLIENT_NOTIFY_ATTACH_BASEAPP=2; GetServerName=192.168.1.102; GetServerPort=8006; baseapp_id=6
08:25:50.769844  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------NotifyClientToAttach------- nRet=0
08:25:50.986989  [WARNING ][handle_message_err]failed, 104,'Connection reset by peer'
08:25:50.987138  [INFO    ][on_fd_closed]fd=18
08:25:50.987176  [INFO    ][CWorldLogin::OnFdClosed]fd=18;account=111111@test
08:25:50.987202  [DEBUG   ][CEpollServer::removeFd]fd=18;fd_type=3;addr=192.168.1.22;port=50750
08:25:51.067171  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=0;modifyCount=1;m_onlineCount=1
08:25:51.067229  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
08:35:32.629554  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=1;modifyCount=1;m_onlineCount=0
08:35:32.629628  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
08:38:34.732710  [WARNING ][init_cfg]warning:missed section:server_8
08:38:34.812919  [WARNING ][init_cfg]warning:missed section:server_9
08:38:34.812984  [WARNING ][init_cfg]warning:missed section:server_10
08:38:34.813014  [WARNING ][init_cfg]warning:missed section:server_11
08:38:34.813040  [WARNING ][init_cfg]warning:missed section:server_12
08:38:34.813065  [WARNING ][init_cfg]warning:missed section:server_13
08:38:34.813090  [WARNING ][init_cfg]warning:missed section:server_14
08:38:34.813114  [WARNING ][init_cfg]warning:missed section:server_15
08:38:34.813139  [WARNING ][init_cfg]warning:missed section:server_16
08:38:34.813164  [WARNING ][init_cfg]warning:missed section:server_17
08:38:34.813189  [WARNING ][init_cfg]warning:missed section:server_18
08:38:34.813213  [WARNING ][init_cfg]warning:missed section:server_19
08:38:34.813238  [WARNING ][init_cfg]warning:missed section:server_20
08:38:34.813263  [WARNING ][init_cfg]warning:missed section:server_21
08:38:34.813287  [WARNING ][init_cfg]warning:missed section:server_22
08:38:34.813312  [WARNING ][init_cfg]warning:missed section:server_23
08:38:34.813336  [WARNING ][init_cfg]warning:missed section:server_24
08:38:34.813514  [WARNING ][init_cfg]warning:missed section:server_25
08:38:34.813553  [WARNING ][init_cfg]warning:missed section:server_26
08:38:34.813577  [WARNING ][init_cfg]warning:missed section:server_27
08:38:34.813601  [WARNING ][init_cfg]warning:missed section:server_28
08:38:34.813625  [WARNING ][init_cfg]warning:missed section:server_29
08:38:34.814553  [DEBUG   ][CDefParser::init]==========
08:38:34.891499  [DEBUG   ][CDefParser::init]m_EntityDefMd5 = e5a2d6e9b88cff1622d5b58a25f71496
08:38:34.891705  [INFO    ][world::initNextEntityId]init_id=16777216
08:38:34.892002  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=
08:38:34.892056  [DEBUG   ][CEpollServer::addFdAndMb]fd=4;fd_type=1;addr=;port=8001;authz=0
08:38:34.892103  [DEBUG   ][start_server]:8001,success.
08:38:34.892247  [DEBUG   ][CEpollServer::addFdAndMb]fd=6;fd_type=2;addr=192.168.1.102;port=8002;authz=0
08:38:34.892270  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8002
08:38:34.892348  [DEBUG   ][CEpollServer::addFdAndMb]fd=7;fd_type=2;addr=192.168.1.102;port=8003;authz=0
08:38:34.892370  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8003
08:38:34.892445  [DEBUG   ][CEpollServer::addFdAndMb]fd=8;fd_type=2;addr=192.168.1.102;port=8004;authz=0
08:38:34.892466  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8004
08:38:34.892604  [DEBUG   ][CEpollServer::addFdAndMb]fd=9;fd_type=2;addr=192.168.1.102;port=8005;authz=0
08:38:34.892626  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8005
08:38:34.892682  [DEBUG   ][CEpollServer::addFdAndMb]fd=10;fd_type=2;addr=192.168.1.102;port=8006;authz=0
08:38:34.892701  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8006
08:38:34.892730  [DEBUG   ][CEpollServer::addFdAndMb]fd=11;fd_type=2;addr=192.168.1.102;port=8007;authz=0
08:38:34.892742  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8007
08:38:34.892760  [INFO    ][connected_2_mb]mb fd = 6 connected severName = 192.168.1.102, port = 8002,
08:38:34.892769  [INFO    ][connected_2_mb]mb fd = 7 connected severName = 192.168.1.102, port = 8003,
08:38:34.892776  [INFO    ][connected_2_mb]mb fd = 8 connected severName = 192.168.1.102, port = 8004,
08:38:34.892784  [INFO    ][connected_2_mb]mb fd = 9 connected severName = 192.168.1.102, port = 8005,
08:38:34.892802  [INFO    ][connect_2_mb]connect 192.168.1.102:8006 error:111,Connection refused
08:38:34.892810  [DEBUG   ][CEpollServer::removeFd]fd=10;fd_type=2;addr=192.168.1.102;port=8006
08:38:34.892823  [INFO    ][connect_2_mb]connect 192.168.1.102:8007 error:111,Connection refused
08:38:34.892830  [DEBUG   ][CEpollServer::removeFd]fd=11;fd_type=2;addr=192.168.1.102;port=8007
08:38:38.404398  [INFO    ][new_connection]connected from 192.168.1.102:56821, assigned socket is:12
08:38:38.404432  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:38:38.404443  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:38:38.404453  [DEBUG   ][CEpollServer::addFdAndMb]fd=12;fd_type=3;addr=192.168.1.102;port=56821;authz=15
08:38:39.024628  [DEBUG   ][CEpollServer::addFdAndMb]fd=11;fd_type=2;addr=192.168.1.102;port=8007;authz=0
08:38:39.024787  [DEBUG   ][CEpollServer::addFdAndMb]fd=10;fd_type=2;addr=192.168.1.102;port=8006;authz=0
08:38:39.024843  [INFO    ][new_connection]connected from 192.168.1.102:56829, assigned socket is:13
08:38:39.024947  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:38:39.024971  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:38:39.024992  [DEBUG   ][CEpollServer::addFdAndMb]fd=13;fd_type=3;addr=192.168.1.102;port=56829;authz=15
08:38:39.025014  [INFO    ][connected_2_mb]mb fd = 11 connected severName = 192.168.1.102, port = 8007,
08:38:39.025039  [INFO    ][connect_2_mb]connect 192.168.1.102:8006 error:111,Connection refused
08:38:39.025058  [DEBUG   ][CEpollServer::removeFd]fd=10;fd_type=2;addr=192.168.1.102;port=8006
08:38:39.033336  [INFO    ][new_connection]connected from 192.168.1.102:56835, assigned socket is:14
08:38:39.033504  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:38:39.033532  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:38:39.033547  [DEBUG   ][CEpollServer::addFdAndMb]fd=14;fd_type=3;addr=192.168.1.102;port=56835;authz=15
08:38:39.042571  [INFO    ][new_connection]connected from 192.168.1.102:56840, assigned socket is:15
08:38:39.042612  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:38:39.042628  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:38:39.042644  [DEBUG   ][CEpollServer::addFdAndMb]fd=15;fd_type=3;addr=192.168.1.102;port=56840;authz=15
08:38:39.217056  [INFO    ][new_connection]connected from 192.168.1.102:56846, assigned socket is:16
08:38:39.217103  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:38:39.217121  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:38:39.217137  [DEBUG   ][CEpollServer::addFdAndMb]fd=16;fd_type=3;addr=192.168.1.102;port=56846;authz=15
08:38:39.525284  [INFO    ][new_connection]connected from 192.168.1.102:56847, assigned socket is:17
08:38:39.525378  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:38:39.525407  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:38:39.525431  [DEBUG   ][CEpollServer::addFdAndMb]fd=17;fd_type=3;addr=192.168.1.102;port=56847;authz=15
08:38:44.014873  [DEBUG   ][CEpollServer::addFdAndMb]fd=10;fd_type=2;addr=192.168.1.102;port=8006;authz=0
08:38:44.014945  [INFO    ][connected_2_mb]mb fd = 10 connected severName = 192.168.1.102, port = 8006,
08:38:45.380230  [INFO    ][CWorldLogin::ModifyLoginFlag]input=1;flag=1
08:38:45.380275  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_LOGIN_FLAG------- nRet=0
08:38:54.686681  [INFO    ][new_connection]connected from 192.168.1.22:50905, assigned socket is:18
08:38:54.686813  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.22
08:38:54.686844  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.22
08:38:54.686869  [DEBUG   ][CEpollServer::addFdAndMb]fd=18;fd_type=3;addr=192.168.1.22;port=50905;authz=15
08:38:54.766619  [DEBUG   ][CWorldLogin::_AccountLoginImpl]--------------_AccountLoginImpl------
08:38:54.766733  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl---p->size()=7
08:38:54.766756  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl;p1=à†;p2=ù;p3=»∆ú
08:38:54.766784  [INFO    ][CWorldLogin::account_login]----------------- client attempt to login;account=111111@test;passwd=111111@test;fd=18
08:38:54.766820  [INFO    ][CWorldLogin::account_login]-------------- MSGID_DBMGR_SELECT_ACCOUNT----;pszAccount=111111@test; pszPasswd=111111@test; nFd=18
08:38:54.766857  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_LOGIN--------- nRet=0
08:38:54.819285  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 1 ------
08:38:54.819366  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 2 ------
08:38:54.819386  [INFO    ][CWorldLogin::select_account_callback]----------- account=111111@test;fd=18;ret=1
